[Classes],Label,Introduced by,Hyperlink,When,Comment,Occurrences,Using GRFIDs
,"flag/CM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Cameroon",3,"38424253 504e53ff fb300c4b"
,"flag/CN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"China",3,"38424253 504e53ff fb300c4b"
,"flag/CO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Colombia",3,"38424253 504e53ff fb300c4b"
,"flag/CR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Costa Rica",3,"38424253 504e53ff fb300c4b"
,"flag/CU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Cuba",2,"504e53ff fb300c4b"
,"flag/CV",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Cape Verde",3,"38424253 504e53ff fb300c4b"
,"flag/CW",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Curaçao",2,"504e53ff fb300c4b"
,"flag/CX",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Christmas Island",2,"504e53ff fb300c4b"
,"flag/CY",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Cyprus",2,"504e53ff fb300c4b"
,"flag/CZ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Czech Republic",4,"38424253 504e53ff 544d0201 fb300c4b"
,"flag/DE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Germany",4,"38424253 504e53ff 544d0201 fb300c4b"
,"flag/DJ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Djibouti",2,"504e53ff fb300c4b"
,"flag/DK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Denmark",4,"38424253 504e53ff 544d0201 fb300c4b"
,"flag/DM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Dominica",2,"504e53ff fb300c4b"
,"flag/DO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Dominican Republic",2,"504e53ff fb300c4b"
,"flag/DZ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Algeria",3,"38424253 504e53ff fb300c4b"
,"flag/EC",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Ecuador",3,"38424253 504e53ff fb300c4b"
,"flag/EE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Estonia",3,"38424253 504e53ff fb300c4b"
,"flag/EG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Egypt",3,"38424253 504e53ff fb300c4b"
,"flag/EH",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Western Sahara",2,"504e53ff fb300c4b"
,"flag/ER",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Eritrea",3,"38424253 504e53ff fb300c4b"
,"flag/ES",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Spain",3,"38424253 504e53ff fb300c4b"
,"flag/ET",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Ethiopia",2,"504e53ff fb300c4b"
,"flag/FI",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Finland",3,"38424253 504e53ff fb300c4b"
,"flag/FJ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Fiji",2,"504e53ff fb300c4b"
,"flag/FK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Falkland Islands",2,"504e53ff fb300c4b"
,"flag/FM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Micronesia",2,"504e53ff fb300c4b"
,"flag/FO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Faroe Islands",2,"504e53ff fb300c4b"
,"flag/FR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"France",4,"38424253 504e53ff 544d0201 fb300c4b"
,"flag/GA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Gabon",3,"38424253 504e53ff fb300c4b"
,"flag/GB",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"United Kingdom",5,"38424253 504e53ff 544d0201 57465907 fb300c4b"
,"flag/GD",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Grenada",2,"504e53ff fb300c4b"
,"flag/GE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Georgia",3,"38424253 504e53ff fb300c4b"
,"flag/GF",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"French Guiana",2,"504e53ff fb300c4b"
,"flag/GG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Guernsey",2,"504e53ff fb300c4b"
,"flag/GH",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Ghana",3,"38424253 504e53ff fb300c4b"
,"flag/GI",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Gibraltar",2,"504e53ff fb300c4b"
,"flag/GL",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Greenland",2,"504e53ff fb300c4b"
,"flag/GM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Gambia",3,"38424253 504e53ff fb300c4b"
,"flag/GN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Guinea",3,"38424253 504e53ff fb300c4b"
,"flag/GP",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Guadeloupe",2,"504e53ff fb300c4b"
,"flag/GQ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Equatorial Guinea",2,"504e53ff fb300c4b"
,"flag/GR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Greece",3,"38424253 504e53ff fb300c4b"
,"flag/GS",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"South Georgia and the South Sandwich Islands",2,"504e53ff fb300c4b"
,"flag/GT",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Gautemala",2,"504e53ff fb300c4b"
,"flag/GU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Guam",2,"504e53ff fb300c4b"
,"flag/GW",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Guinea-Bissau",3,"38424253 504e53ff fb300c4b"
,"flag/GY",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Guyana",2,"504e53ff fb300c4b"
,"flag/HK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Hong Kong",3,"38424253 504e53ff fb300c4b"
,"flag/HM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Heard Island and McDonald Islands",2,"504e53ff fb300c4b"
,"flag/HN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Honduras",2,"504e53ff fb300c4b"
,"flag/HR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Croatia",3,"38424253 504e53ff fb300c4b"
,"flag/HT",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Haiti",2,"504e53ff fb300c4b"
,"flag/HU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Hungary",3,"38424253 504e53ff fb300c4b"
,"flag/ID",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Indonesia",3,"38424253 504e53ff fb300c4b"
,"flag/IE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Ireland",3,"38424253 504e53ff fb300c4b"
,"flag/IL",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Israel",3,"38424253 504e53ff fb300c4b"
,"flag/IM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Isle of Man",2,"504e53ff fb300c4b"
,"flag/IN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"India",3,"38424253 504e53ff fb300c4b"
,"flag/IO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"British Indian Ocean Territory",2,"504e53ff fb300c4b"
,"flag/IQ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Iraq",3,"38424253 504e53ff fb300c4b"
,"flag/IR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Iran",3,"38424253 504e53ff fb300c4b"
,"flag/IS",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Iceland",2,"504e53ff fb300c4b"
,"flag/IT",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Italy",4,"38424253 504e53ff 544d0201 fb300c4b"
,"flag/JE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Jersey",2,"504e53ff fb300c4b"
,"flag/JM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Jamaica",2,"504e53ff fb300c4b"
,"flag/JO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Jordan",2,"504e53ff fb300c4b"
,"flag/JP",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Japan",3,"38424253 504e53ff fb300c4b"
,"flag/KE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Kenya",3,"38424253 504e53ff fb300c4b"
,"flag/KG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Kyrgyzstan",2,"504e53ff fb300c4b"
,"flag/KH",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Cambodia",3,"38424253 504e53ff fb300c4b"
,"flag/KI",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Kiribati",2,"504e53ff fb300c4b"
,"flag/KM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Comoros",3,"38424253 504e53ff fb300c4b"
,"flag/KN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Saint Kitts and Nevis",2,"504e53ff fb300c4b"
,"flag/KP",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"North Korea",3,"38424253 504e53ff fb300c4b"
,"flag/KR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"South Korea",3,"38424253 504e53ff fb300c4b"
,"flag/KW",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Kuwait",2,"504e53ff fb300c4b"
,"flag/KY",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Cayman Islands",2,"504e53ff fb300c4b"
,"flag/KZ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Kazakhstan",3,"38424253 504e53ff fb300c4b"
,"flag/LA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Lao",3,"38424253 504e53ff fb300c4b"
,"flag/LB",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Lebanon",2,"504e53ff fb300c4b"
,"flag/LC",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Saint Lucia",2,"504e53ff fb300c4b"
,"flag/LI",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Liechtenstein",2,"504e53ff fb300c4b"
,"flag/LK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Sri Lanka",3,"38424253 504e53ff fb300c4b"
,"flag/LR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Liberia",3,"38424253 504e53ff fb300c4b"
,"flag/LS",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Lesotho",2,"504e53ff fb300c4b"
,"flag/LT",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Lithuania",3,"38424253 504e53ff fb300c4b"
,"flag/LU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Luxembourg",4,"38424253 504e53ff 544d0201 fb300c4b"
,"flag/LV",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Lativa",2,"504e53ff fb300c4b"
,"flag/LY",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Libya",2,"504e53ff fb300c4b"
,"flag/MA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Morocco",3,"38424253 504e53ff fb300c4b"
,"flag/MC",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Monaco",2,"504e53ff fb300c4b"
,"flag/MD",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Moldova",2,"504e53ff fb300c4b"
,"flag/ME",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Montenegro",2,"504e53ff fb300c4b"
,"flag/MF",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Saint Martin",2,"504e53ff fb300c4b"
,"flag/MG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Madagascar",3,"38424253 504e53ff fb300c4b"
,"flag/MH",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Marshall Islands",2,"504e53ff fb300c4b"
,"flag/MK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"North Macedonia",3,"38424253 504e53ff fb300c4b"
,"flag/ML",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Mali",3,"38424253 504e53ff fb300c4b"
,"flag/MM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Myanmar",3,"38424253 504e53ff fb300c4b"
,"flag/MN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Mongolia",2,"504e53ff fb300c4b"
,"flag/MO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Macao",2,"504e53ff fb300c4b"
,"flag/MP",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Northern Mariana Islands",2,"504e53ff fb300c4b"
,"flag/MQ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Martinique",2,"504e53ff fb300c4b"
,"flag/MR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Mauritania",3,"38424253 504e53ff fb300c4b"
,"flag/MS",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Montserrat",2,"504e53ff fb300c4b"
,"flag/MT",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Malta",2,"504e53ff fb300c4b"
,"flag/MU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Mauritius",3,"38424253 504e53ff fb300c4b"
,"flag/MV",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Maldives",2,"504e53ff fb300c4b"
,"flag/MW",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Malawi",2,"504e53ff fb300c4b"
,"flag/MX",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Mexico",3,"38424253 504e53ff fb300c4b"
,"flag/MY",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Malaysia",3,"38424253 504e53ff fb300c4b"
,"flag/MZ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Mozambique",3,"38424253 504e53ff fb300c4b"
,"flag/NA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Namibia",3,"38424253 504e53ff fb300c4b"
,"flag/NC",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"New Caledonia",2,"504e53ff fb300c4b"
,"flag/NE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Niger",3,"38424253 504e53ff fb300c4b"
,"flag/NF",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Norfolk Island",2,"504e53ff fb300c4b"
,"flag/NG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Nigeria",3,"38424253 504e53ff fb300c4b"
,"flag/NI",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Nicaragua",2,"504e53ff fb300c4b"
,"flag/NL",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Netherlands",5,"38424253 504e53ff 50530001 544d0201 fb300c4b"
,"flag/NO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Norway",3,"38424253 504e53ff fb300c4b"
,"flag/NP",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Nepal",2,"504e53ff fb300c4b"
,"flag/NR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Nauru",2,"504e53ff fb300c4b"
,"flag/NU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Niue",2,"504e53ff fb300c4b"
,"flag/NZ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"New Zealand",3,"38424253 504e53ff fb300c4b"
,"flag/OM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Oman",2,"504e53ff fb300c4b"
,"flag/PA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Panama",3,"38424253 504e53ff fb300c4b"
,"flag/PE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Peru",3,"38424253 504e53ff fb300c4b"
,"flag/PF",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"French Polynesia",2,"504e53ff fb300c4b"
,"flag/PG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Papua New Guinea",2,"504e53ff fb300c4b"
,"flag/PH",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Philippines",2,"504e53ff fb300c4b"
,"flag/PK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Pakistan",2,"504e53ff fb300c4b"
,"flag/PL",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Poland",4,"38424253 504e53ff 50530001 fb300c4b"
,"flag/PM",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Saint Pierre and Miquelon",2,"504e53ff fb300c4b"
,"flag/PN",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Pitcairn",2,"504e53ff fb300c4b"
,"flag/PR",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Puerto Rico",2,"504e53ff fb300c4b"
,"flag/PS",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Palestine",2,"504e53ff fb300c4b"
,"flag/PT",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Portugal",3,"38424253 504e53ff fb300c4b"
,"flag/PW",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Palau",2,"504e53ff fb300c4b"
,"flag/PY",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Paraguay",3,"38424253 504e53ff fb300c4b"
,"flag/QA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Qatar",2,"504e53ff fb300c4b"
,"flag/RE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Réunion",2,"504e53ff fb300c4b"
,"flag/RO",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Romania",3,"38424253 504e53ff fb300c4b"
,"flag/RS",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Serbia",3,"38424253 504e53ff fb300c4b"
,"flag/RU",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Russia",3,"38424253 504e53ff fb300c4b"
,"flag/RW",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Rwanda",3,"38424253 504e53ff fb300c4b"
,"flag/SA",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Saudi Arabia",3,"38424253 504e53ff fb300c4b"
,"flag/SB",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Solomon Islands",2,"504e53ff fb300c4b"
,"flag/SC",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Seychelles",2,"504e53ff fb300c4b"
,"flag/SD",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Sudan",2,"504e53ff fb300c4b"
,"flag/SE",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Sweden",3,"38424253 504e53ff fb300c4b"
,"flag/SG",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Singapore",3,"38424253 504e53ff fb300c4b"
,"flag/SH",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Saint Helena, Ascension and Tristan da Cunha",2,"504e53ff fb300c4b"
,"flag/SI",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Slovenia",2,"504e53ff fb300c4b"
,"flag/SJ",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Svalbard and Jan Mayen",2,"504e53ff fb300c4b"
,"flag/SK",OpenTTD default badges,https://github.com/OpenTTD/OpenTTD/pull/13655,2025-02-27,"Slovakia",3,"38424253 504e53ff fb300c4b"
